content,score,at,appVersion
i ordered subway and they took more than 1 hour to deliver. because they assigned two order to delivery partner. what the hell is this??? if this much time i have to wait then whats the point to giving service and handling charges. dimag kharab ho gya zomato walo ka. its delhi city not a small town ki you can combine two delivery.,1,2025-09-19 15:48:39,19.1.4
quick and much better options,5,2025-09-19 15:47:54,19.1.4
the first time I ordered Italiano pasta the quantity was very good and it was really Creamy.however this time the quantity was half of what it was before and there was no cream at all. this is a scam and the prices went up as well all within 3 weeks.,1,2025-09-19 15:47:33,19.1.6
exlente,5,2025-09-19 15:46:30,19.1.4
good,5,2025-09-19 15:46:17,19.1.4
Highly Recommended,5,2025-09-19 15:45:58,19.1.6
nice 👍,5,2025-09-19 15:44:36,19.1.4
Very Fast Sarvice...Too Good 👍,5,2025-09-19 15:44:21,
amazing this app ❤️😍,5,2025-09-19 15:44:14,19.1.6
Fantastic,5,2025-09-19 15:43:10,19.1.4
👍,5,2025-09-19 15:42:34,19.1.4
I like this app,5,2025-09-19 15:42:09,19.0.7
100./. professionals,5,2025-09-19 15:41:48,18.7.3
Worst experience. This is the 3rd consecutive time we are getting incomplete delivery. Every time we contant the respective restaurant they are very unresponsive and uninterested. Just fed up with the app. They just cannot deliver whole food to that is ordered. Pathetic app. I am deleting and uninstalling this app now.,1,2025-09-19 15:41:35,19.1.6
very bad experience by their customers support,1,2025-09-19 15:40:56,19.1.4
good,2,2025-09-19 15:40:48,19.1.4
no refund for cancelled order,1,2025-09-19 15:40:39,19.1.4
nice👍,5,2025-09-19 15:39:39,
good,5,2025-09-19 15:37:15,
इससे क्या ही फर्क पड़ता है,4,2025-09-19 15:36:41,
👍,4,2025-09-19 15:36:32,19.1.4
Good.,5,2025-09-19 15:35:14,19.1.4
can't give zero stars just like what zomato stands for. pathetic support even after the restaurant is not delivering after a wait of 90 mins. I want to cancel my order but no support.,1,2025-09-19 15:34:42,
Worst and pathetic service,3,2025-09-19 15:34:08,19.1.4
quick service,5,2025-09-19 15:33:29,
good,5,2025-09-19 15:32:35,
5 star,5,2025-09-19 15:31:32,19.1.6
delivery boy is awesome,5,2025-09-19 15:31:13,19.1.4
good,5,2025-09-19 15:30:52,19.1.6
good app,5,2025-09-19 15:30:18,19.1.4
Worst food delivery app in the Market,1,2025-09-19 15:29:26,19.1.2
very good and quick service,5,2025-09-19 15:28:28,19.1.4
best app for food delivery,5,2025-09-19 15:26:42,
excellent,5,2025-09-19 15:26:31,19.1.4
actually good in use,4,2025-09-19 15:25:55,19.1.2
good,5,2025-09-19 15:25:17,19.1.6
amazing service,5,2025-09-19 15:24:50,19.1.0
we are loving it!,5,2025-09-19 15:24:35,19.1.4
good app ...,5,2025-09-19 15:24:31,19.1.6
🙂 nice,5,2025-09-19 15:24:20,
it's such a good app but taxes are too much,4,2025-09-19 15:23:17,19.1.4
nice,5,2025-09-19 15:22:55,19.1.4
nice,5,2025-09-19 15:22:04,19.1.6
great app,5,2025-09-19 15:21:23,19.1.4
Good experience. A lot of variety of food and the quality is also good,5,2025-09-19 15:20:59,19.1.6
nice,4,2025-09-19 15:20:44,19.1.6
good 👍,5,2025-09-19 15:19:47,19.1.4
too much extra charges,1,2025-09-19 15:19:33,
osm app this app customer support work well good.. i had never face issues from customer support give resolution in 15 to 20 minutes they are not fraud like swiggy....this is my 5 years experince😇😇,5,2025-09-19 15:18:26,19.1.6
superb response,5,2025-09-19 15:16:31,
Great 👍,5,2025-09-19 15:16:12,19.1.4
very good and refreshing,5,2025-09-19 15:15:54,19.1.4
excellent,5,2025-09-19 15:15:25,19.1.4
it's fast and offers are good enjoying at its peak,5,2025-09-19 15:15:17,19.1.4
tooo much of time taking,4,2025-09-19 15:14:59,19.1.6
Nice,5,2025-09-19 15:14:20,19.1.4
very good n efficient service,5,2025-09-19 15:13:50,19.1.6
do not use this aap mazak bana rakha hai zomato walon ne mera address galat hoga tha maine new address update Kiya aur costomer care par baat bhi Kiya extra payment karne ko bhi bola Maine but order mera cancel kar diya or refund bhi nahi kiya ab mai kabhi bhi Zomato use Nahi karunga aun sabhi janne wale ko bolunga ki uninstall kare ye faltu ka aap bycot this aap,1,2025-09-19 15:13:10,19.1.4
worst food delivery app in India.,5,2025-09-19 15:10:46,19.1.4
good,5,2025-09-19 15:10:27,19.1.4
on time delivery service and delicious food,5,2025-09-19 15:09:28,19.1.4
good,4,2025-09-19 15:08:26,19.1.4
Thank you for a nice service.,5,2025-09-19 15:08:01,19.1.4
Zomato App Is Awesome,5,2025-09-19 15:08:00,19.1.0
just check review coming soon....,5,2025-09-19 15:06:25,19.1.6
you should give option of food instructions while making after the order confirmation also,4,2025-09-19 15:06:18,19.1.6
"Zomato , the name itself is a Trust for millions who depend on outside food as they stay away from home",5,2025-09-19 15:05:08,19.1.4
enjoyed,3,2025-09-19 15:04:28,19.1.4
Cash on delivery is unavailable,1,2025-09-19 15:03:56,19.1.2
it's nice,5,2025-09-19 15:03:50,19.1.4
good,5,2025-09-19 15:02:47,19.1.4
nice,5,2025-09-19 15:01:48,19.1.4
best,5,2025-09-19 15:01:01,19.1.6
The final bill of every item is always higher than the actual price of the item and that's disappointing,2,2025-09-19 15:00:40,19.1.4
Great timing,5,2025-09-19 15:00:01,19.1.4
very fast and nice app,4,2025-09-19 14:59:15,
good,4,2025-09-19 14:56:17,19.1.4
very good,5,2025-09-19 14:55:47,19.1.4
"Received uncooked food. I complained through chat and email, no actions were taken. Literally paid money to have uncooked food.",1,2025-09-19 14:55:03,19.1.6
good,5,2025-09-19 14:54:31,19.1.4
fast delivery,5,2025-09-19 14:54:30,
best app .with best service 🤗✨,5,2025-09-19 14:52:26,19.1.6
super experience on Zomato.,5,2025-09-19 14:52:21,18.0.6
excellent,5,2025-09-19 14:51:38,
"Better to use other apps.I have gold membership , When i m ordering food its showing delivery charge for more than 7km but when i tried to change my location to less than 7km it showing delivery boys unavailable but again when i tried to keep my original location which is more than 7km , delivery boys are available instantly.?(Its just change in 500m to 1km)Seriously.? Shows how this app is clearly charging high and looting people.Please dont use this app.I would have given minus stars if i can.",1,2025-09-19 14:50:46,19.1.6
good service,5,2025-09-19 14:50:27,19.1.4
Apparently a useful app. The delivery agents are also very helpful.,5,2025-09-19 14:49:38,19.1.4
amazing,5,2025-09-19 14:48:17,
Rate 5 out of 5 Best Food delivery app I recommend zomato to all swiggy user Excellent customer support and give instant refund,5,2025-09-19 14:48:13,
"Now a days Zomato giving best service compare to swiggy. Zomoto giving guaranteed delivery time this is very good thing instead of tracking the order and calling executives and customer care for 'where is my order, not delivered yet'. Keep growing Zomoto.",5,2025-09-19 14:46:42,19.1.6
nice,4,2025-09-19 14:44:33,
in time delivery,5,2025-09-19 14:44:08,19.1.4
best aap for delivey and time pancthual,5,2025-09-19 14:44:01,
overall good,4,2025-09-19 14:43:49,19.1.6
great experience using this app. If hunger then zomato. Thanks guys for serving so great.,5,2025-09-19 14:43:39,19.1.6
Nice app,5,2025-09-19 14:43:03,19.1.4
good experience,5,2025-09-19 14:41:11,19.1.4
sometimes cash on delivery is not available,4,2025-09-19 14:39:14,19.1.4
good,5,2025-09-19 14:39:04,
Incorrect tracking and no timely support and refund by zomato,5,2025-09-19 14:38:38,19.1.4
amazing app to order food specially when you call the restaurant option is available.,5,2025-09-19 14:38:33,19.1.4
nice 👍,5,2025-09-19 14:38:23,19.1.6
Excellent,5,2025-09-19 14:38:21,19.1.4
enjoy😊,5,2025-09-19 14:38:14,19.1.6
best,5,2025-09-19 14:36:13,
good,4,2025-09-19 14:35:43,
great offers.,5,2025-09-19 14:35:05,19.1.4
best,4,2025-09-19 14:34:45,19.1.6
good,5,2025-09-19 14:33:33,19.1.4
excellent,5,2025-09-19 14:31:03,
Good delivery... excellent service,5,2025-09-19 14:29:00,
incredible,5,2025-09-19 14:28:05,19.1.4
Nice app,5,2025-09-19 14:28:03,19.1.4
good,5,2025-09-19 14:27:48,19.1.4
yet to try,4,2025-09-19 14:27:42,19.0.5
super food delivery,5,2025-09-19 14:27:38,19.1.6
zomato is the best for ordering the food totally appreciate the service,5,2025-09-19 14:27:35,19.1.4
this is the best dilevery platform,5,2025-09-19 14:24:40,19.1.6
simple and fast order booking experience,4,2025-09-19 14:24:18,19.1.6
awesome,5,2025-09-19 14:22:24,19.1.6
food came on time . staff was polite . no complaints from delivery guys,4,2025-09-19 14:20:51,19.1.4
👌👍,4,2025-09-19 14:19:43,19.1.4
The best feature is that you can schedule your order. That's a great convenience,5,2025-09-19 14:18:54,19.1.6
"good range if choices, platform fees is high",4,2025-09-19 14:18:41,19.1.6
nice,5,2025-09-19 14:18:26,19.1.4
enjoyed but I want the offers more I liked this zomatooo,5,2025-09-19 14:17:37,19.1.4
this couldn't be worse the order was 1 hour late and no one answered the customer call and they firstly didn't cancel the order then and then even when it was just2 minutes after placing our order,1,2025-09-19 14:17:36,19.1.6
Very good service by Zomato,5,2025-09-19 14:15:58,
superb,5,2025-09-19 14:15:52,19.1.4
It's so good!! Love the food🤩😍,5,2025-09-19 14:14:06,19.1.0
Excellent service and Offers,5,2025-09-19 14:13:42,19.1.6
very good app worth downloading,5,2025-09-19 14:13:18,19.1.6
good,5,2025-09-19 14:13:00,19.1.4
good,5,2025-09-19 14:12:04,
very nice 👌,5,2025-09-19 14:10:09,19.1.4
very nice food and delivery is very fast😊,4,2025-09-19 14:10:03,19.1.6
very nice,5,2025-09-19 14:10:01,19.1.4
best app,5,2025-09-19 14:09:49,19.1.4
nice,4,2025-09-19 14:09:27,19.1.6
🥰,5,2025-09-19 14:09:12,19.0.2
good,5,2025-09-19 14:08:58,19.1.6
best food delivery app,5,2025-09-19 14:07:29,19.1.4
good 👍😊,5,2025-09-19 14:06:41,19.1.4
very good app,5,2025-09-19 14:06:23,
like evergreen it's evergold,5,2025-09-19 14:05:25,19.1.4
No customer service,3,2025-09-19 14:05:04,19.1.4
thank u,5,2025-09-19 14:04:55,19.1.6
good,5,2025-09-19 14:04:14,
100 ₹ discount,5,2025-09-19 14:03:19,19.1.4
Best app,4,2025-09-19 14:02:46,19.1.4
Awesome app,4,2025-09-19 14:00:45,19.1.4
itz perfect for me 😉,5,2025-09-19 14:00:45,19.1.4
I want to request you that please allow cash on delivery to customer also .,1,2025-09-19 14:00:12,19.1.4
no good benefit for gold customer,2,2025-09-19 13:58:23,19.1.2
nice,5,2025-09-19 13:58:23,19.1.4
Nice,3,2025-09-19 13:58:20,
good,5,2025-09-19 13:56:39,19.1.6
Good,5,2025-09-19 13:56:05,19.1.4
"very bad approximation of delivery times. 9 out of 10 times you will get delayed delivery ( sometimes over 30 mins delay) and the customer care is pretty bad now. Edit: even after sending them an email about my complaint no reply, so their reply to this review is basically nonsense.",1,2025-09-19 13:55:35,17.0.4
worst service by zomato regarding my order not received and money not refunded also not have option to write our own comments to customer chat. horrible response,1,2025-09-19 13:54:40,19.1.4
Love Odering here.,4,2025-09-19 13:54:25,
my best deliver app,5,2025-09-19 13:54:11,
good app,4,2025-09-19 13:54:10,19.1.0
very good,5,2025-09-19 13:54:10,
Nice and asselfree,4,2025-09-19 13:52:36,19.0.5
good 👍,5,2025-09-19 13:51:37,19.1.4
nice app,5,2025-09-19 13:51:05,19.1.4
Good platform,5,2025-09-19 13:50:45,
Pathetic customer support experience,1,2025-09-19 13:48:59,
good,5,2025-09-19 13:47:24,19.1.4
I didn't get refund.,1,2025-09-19 13:46:34,19.1.4
superb Delivery Service,5,2025-09-19 13:43:38,
good,5,2025-09-19 13:43:38,
good,5,2025-09-19 13:43:36,19.1.6
Bruh its damn good,5,2025-09-19 13:43:16,19.1.4
It's fantastic to eat my favourite food at reasonable prices.,5,2025-09-19 13:41:53,19.1.4
"it's always easy to find a particular dish,a restaurant and what's close by...perfect for ordering food.",5,2025-09-19 13:40:02,19.1.4
good an pls in a moth 80% off in month,5,2025-09-19 13:39:38,19.1.4
excellent,4,2025-09-19 13:39:12,19.1.4
good,5,2025-09-19 13:38:04,19.1.4
best,5,2025-09-19 13:35:19,19.1.6
very good,5,2025-09-19 13:34:43,
meowww,3,2025-09-19 13:33:15,19.1.4
super,5,2025-09-19 13:33:04,19.1.4
good,5,2025-09-19 13:32:06,19.1.6
super,5,2025-09-19 13:31:18,19.1.4
soo good,4,2025-09-19 13:28:19,19.1.6
good delivery,5,2025-09-19 13:28:12,19.1.4
Easy to order what we love 🙂 budget friendly 😀 we can see Happy faces in our home 😁 thank you zomato,5,2025-09-19 13:28:04,19.1.4
thank you so much zomato .. I'm very impressed by this app also the delevery of order is very fast .... and thank you 😚zomato app who always available for me nd giving a lots of surprises and discounts ❤️and whatever we it's come too early also zomato helps to surprise each other,5,2025-09-19 13:27:08,
good,5,2025-09-19 13:27:07,19.1.4
Great website and its features,5,2025-09-19 13:26:27,
always amazing,5,2025-09-19 13:26:13,
nice,5,2025-09-19 13:26:08,
Good Food Delivery Platform,5,2025-09-19 13:22:59,
Happy with service and offers,5,2025-09-19 13:21:46,19.1.4
good,5,2025-09-19 13:21:42,19.1.6
good food app,5,2025-09-19 13:20:52,19.0.3
I ordered food it is late 1.30hour late I complaint in Zomato support also that's why I am not receive the food. than also in application showed food delivered...😡😡 my payment also waste there is no security are receiving the order or not,1,2025-09-19 13:19:53,
super,5,2025-09-19 13:17:34,19.1.4
great and thanks to serve us the best,5,2025-09-19 13:16:46,19.1.4
good,5,2025-09-19 13:14:20,19.1.4
w? ww,3,2025-09-19 13:12:06,19.1.0
good app,5,2025-09-19 13:12:04,
where there is hunger there is zomato 😎 🆒,5,2025-09-19 13:11:31,19.1.4
"Zomato is a leading online food delivery and restaurant discovery platform that helps people find the best places to eat and order food from their favorite restaurants. With thousands of menus, user reviews, ratings, and fast delivery services, Zomato makes it easy to satisfy your cravings anytime, anywhere it is very much good 😊 👍 👍",5,2025-09-19 13:10:44,19.1.4
very good,5,2025-09-19 13:09:22,
good,5,2025-09-19 13:08:42,19.1.6
usefull for journey,5,2025-09-19 13:08:02,19.1.6
best food delivery app,5,2025-09-19 13:07:52,19.1.6
amazing,5,2025-09-19 13:04:04,19.1.4
very good app,4,2025-09-19 13:03:31,19.1.6
superb,5,2025-09-19 13:03:25,19.1.6
good,5,2025-09-19 13:02:53,19.1.6
good,5,2025-09-19 13:01:47,19.1.4
no comments 🌚,5,2025-09-19 12:59:35,19.1.2
best service in Rajahmundry,4,2025-09-19 12:58:11,19.1.4
"I order a food from KFC and they send me a rotten food, that's really disgusting, taste was really bad, really awful 🤮",1,2025-09-19 12:55:24,19.1.4
How fraudulent is going on is they will ask you to write an em but they do neven respond. I wrote an email .Informed the delivery partner immediately infront of my house. Also while complaining it was said that they will refund. From 13th September to till date your useless app is showing still team is working on it and will get confirmation in 24 hours. To cheat customers you did not even completed 24 hours I guess. If you to cheat please confirm stating we will do as mentioned.,1,2025-09-19 12:55:07,19.1.6
good service,5,2025-09-19 12:55:05,
Very good,5,2025-09-19 12:52:18,19.1.6
wonderful service 😍🥰,5,2025-09-19 12:50:51,19.1.4
aap is good delivered on time but there is one problam delivery charges are very high,3,2025-09-19 12:50:12,19.1.4
i had really enjoy this app,4,2025-09-19 12:49:49,
Zomato is a very good platform for ordering all types of food and meal. I love it❤️❤️❤️,5,2025-09-19 12:48:58,
"I don't want to give one star, but there is no other option. Why don't you guys shut your business? If you can't provide proper service, I want my refund as soon as possible",1,2025-09-19 12:47:10,19.1.4
"it's very easy to use, it's give foods very quickly",4,2025-09-19 12:46:57,19.1.4
very good 👍,5,2025-09-19 12:45:53,18.9.5
delivery on time,5,2025-09-19 12:45:41,19.1.4
very helpful application,5,2025-09-19 12:44:37,
nice,3,2025-09-19 12:44:26,
"im use to swiggy, but this family can share the link swiggy we cant.",4,2025-09-19 12:44:23,
it's always quick and helpful,5,2025-09-19 12:43:17,19.1.4
very good,5,2025-09-19 12:41:56,19.1.4
overall service was good,5,2025-09-19 12:40:20,19.1.4
nice,5,2025-09-19 12:38:45,19.0.3
this app is good but sometimes the prices are higher for some dishes,5,2025-09-19 12:28:44,19.1.4
Better delivery services.,4,2025-09-19 12:28:20,19.1.2
superb,5,2025-09-19 12:27:53,19.1.4
its so good the best food delivering app u should download it thankyou zomoto,5,2025-09-19 12:27:40,19.1.4
best food delivery app,5,2025-09-19 12:27:12,19.1.4
Nice,5,2025-09-19 12:25:43,19.1.4
the best,5,2025-09-19 12:24:52,19.1.4
thank you Zomato for made my day yummy 😋,5,2025-09-19 12:20:46,19.1.4
thank you zomato,5,2025-09-19 12:19:59,19.0.7
Best,5,2025-09-19 12:15:54,19.1.4
👍👍,4,2025-09-19 12:13:37,19.1.6
they have gone def to concerns and I couldn't talk to execute despite long conversation. mentions: it was already a panic situation,1,2025-09-19 12:13:21,17.5.8
fast delivery 🎀,5,2025-09-19 12:12:18,19.1.6
helpful 😃,5,2025-09-19 12:11:59,19.1.3
soo good for little hungerr!!,4,2025-09-19 12:11:39,19.1.4
thanks for the convience,5,2025-09-19 12:10:48,19.0.7
good one,4,2025-09-19 12:08:28,
Ausome👌👌......,5,2025-09-19 12:06:49,19.1.4
Zomato!! one of the best app for online orders with more offers,5,2025-09-19 12:05:58,
nice,5,2025-09-19 12:03:57,19.1.4
super,5,2025-09-19 11:59:59,19.1.6
Far better service than Swiggy.,4,2025-09-19 11:55:41,19.1.4
Great,5,2025-09-19 11:53:23,19.1.6
"Worst service ever again today 17/04/2025 I have instructed Badshahi biryani that don't put potato in My biryani.. they add also I have ordered full biryani, I got half.. you guys have worst service.. I will not do any order by zomato...I have worst experience with zomato today... paisa barbad krna hai to zomato se khana mangwao.. worst service & worst customer care response.. worst service by zomato... again felt worst service on 19/09/2025 5:21 pm worst service no benefit as a gold member..",1,2025-09-19 11:52:49,19.1.0
good service,5,2025-09-19 11:46:11,19.1.4
very good,5,2025-09-19 11:44:48,19.1.4
one of the worst app for food delivery. They charge extra for everything and doesn't deliver it on time. Not suggesting this app when you are in rush or late nights.,1,2025-09-19 11:42:22,19.1.4
good getting great discounts,5,2025-09-19 11:41:43,19.1.4
Mera experience kuch jyada hi kharab hota ja raha hai Zomato pay online payment karna galat hai cash on delivery wala Rahe taki aap cancel kar saken 40 minut ho chuka order ready nahin Ho Pa raha hai,1,2025-09-19 11:40:56,19.1.6
nice,5,2025-09-19 11:40:25,19.1.4
I have used swiggy but what I feel that zomato is way more better than that it is easy to use and offers are amazing,5,2025-09-19 11:37:41,19.1.6
good,5,2025-09-19 11:35:35,
superb service,4,2025-09-19 11:31:06,19.0.3
Best App But Gives A little offers,5,2025-09-19 11:30:13,19.1.4
good service,5,2025-09-19 11:30:06,19.1.4
approachable,5,2025-09-19 11:27:43,19.1.0
excellent,5,2025-09-19 11:27:20,
nice,5,2025-09-19 11:24:12,19.1.4
verd Bad service. Provide wrong information about the app. so use another app for oder,1,2025-09-19 11:22:50,
nice,5,2025-09-19 11:17:37,19.1.4
price for,1,2025-09-19 11:16:38,19.1.4
Awesome experience,4,2025-09-19 11:15:09,
amazing app i love it,5,2025-09-19 11:14:47,19.1.4
wonderful application....,5,2025-09-19 11:14:18,19.1.4
very good,4,2025-09-19 11:10:30,19.1.4
good,4,2025-09-19 11:08:40,19.1.4
bad service no delivery on time rude behaviour facing every time location problem,1,2025-09-19 11:08:09,19.1.6
good,5,2025-09-19 11:05:49,19.1.6
"thaku for delivering us the best food. always on time , they always give refund if had any mistake . delivery partner are also responsible and polite . best wishes 🍀🙏",5,2025-09-19 11:04:52,18.4.2
worst app,1,2025-09-19 11:02:53,19.1.0
I have been using zomato for a while now my over-all experience was good,5,2025-09-19 11:02:29,19.1.4
this is very good and fantastic aap for foodies like me but the chargers are little bit high,5,2025-09-19 11:02:13,19.1.4
best app for food delievery,5,2025-09-19 10:58:51,19.1.4
cool,5,2025-09-19 10:57:56,19.1.4
ads when tracking order! why platform fee and gst then?,1,2025-09-19 10:57:54,
"Such a stupid cancellation system. Also, restaurants dont have functional phone numbers either, cant call them if the number doesnt exist. Doesnt show the location of a big fast food chain so you think you are ordering from nearby place but nope, its on the other end of the city. Today was my last order from this app, its going to get uninstalled so quickly after the food arrives.",1,2025-09-19 10:55:14,19.1.4
Amazing,5,2025-09-19 10:54:52,19.1.4
just amazing 🤩😍,5,2025-09-19 10:51:54,
"so delesius, and good delivery service",5,2025-09-19 10:51:30,19.1.4
satisfied with service,5,2025-09-19 10:51:13,
good,5,2025-09-19 10:49:32,19.1.4
good experience,5,2025-09-19 10:48:04,19.1.4
🥰,5,2025-09-19 10:45:16,19.1.6
all the extra amount and lack of customer support is very disheartening,2,2025-09-19 10:44:35,19.1.6
fabulous,3,2025-09-19 10:43:58,19.1.4
Good,4,2025-09-19 10:43:07,
Zomato is bakwas....aap😡😡😡,1,2025-09-19 10:42:20,19.1.4
"Zomato has become a fraud platform. Ordered food and received the wrong item worth almost half the money. Even after providing pictures, the support team refused to take responsibility and defended the restaurant. They charge platform fees, sell items at inflated prices, and still cheat customers like this. Useless customer support and no accountability. Uninstalling the app and never ordering again.",1,2025-09-19 10:39:29,19.1.4
great,5,2025-09-19 10:37:04,18.2.0
one of the worst app to use ordered a food thali. it came in so tight packaging even if you apply full force you cannot open it still no one is taking any responsibility. one of the Dumbest. no support for the consumers adding double charges for every order. on the other hand in chat if you share images they don't even see it and just decline.,1,2025-09-19 10:36:37,19.1.4
good experience,5,2025-09-19 10:34:57,19.1.4
worst experience no customer support is helping out worst app to order food,1,2025-09-19 10:33:04,19.1.4
good,5,2025-09-19 10:31:50,19.1.4
I live far away from my family so my best friend is zomota.,5,2025-09-19 10:30:34,19.1.6
hotel noorjaha telibandha is bad service order chicken biryani by recive only rice all zomato user plz check on the delivery parcle,1,2025-09-19 10:26:11,19.1.4
useful,5,2025-09-19 10:24:34,19.1.4
"good food , on time delivery",4,2025-09-19 10:23:42,18.9.4
good,5,2025-09-19 10:23:19,
Nice,5,2025-09-19 10:19:28,19.1.4
5star,5,2025-09-19 10:18:23,
good,5,2025-09-19 10:18:22,19.1.6
very good food quality,5,2025-09-19 10:18:01,19.1.4
wow,5,2025-09-19 10:14:58,19.1.4
fast delivery,5,2025-09-19 10:14:55,19.1.4
good,4,2025-09-19 10:14:40,19.1.6
awful experience. have installed chatbots instead of executive have due to which more than half of the order related issues remain unsolved. horrible!! 😠 Have already mailed in the id that had given by you,1,2025-09-19 10:12:29,19.1.4
🙏,3,2025-09-19 10:10:11,19.1.6
besttt experience,5,2025-09-19 10:09:07,
this is very good app for foodies,5,2025-09-19 10:07:19,19.1.4
my order complete 50 seconds another I rating this app,5,2025-09-19 10:06:18,19.1.4
very good app,5,2025-09-19 10:05:32,19.1.4
"should give more offers or student offers . zomato is the reason I'm alive , thanks and very grateful to the app but there is a lack too , the location sometimes fluctuates and delivery boy doesn't understand the map so we have to share our personal number to share live locations which I think is not safe or facilitating. so I'll hope for better understanding of this matter .",5,2025-09-19 10:04:31,19.1.4
good interface and quick delivery,5,2025-09-19 10:01:59,19.1.6
"always offers, love it",5,2025-09-19 10:00:59,19.1.4
it's good,5,2025-09-19 10:00:59,19.1.4
just innovative and amazing,5,2025-09-19 10:00:42,19.1.6
great,5,2025-09-19 10:00:04,19.1.4
excellent experience... Zomato good to go,5,2025-09-19 09:58:37,19.1.4
very helpful for food delivery,5,2025-09-19 09:57:11,19.1.4
reeerrw r readftrtrger e se referred to dee e t ee r h deeeereeeerderrdeddeer ffffeeew nhi r h tere ttterrttt rrtrrrttetfr rrrtrre se eee eeeee nhi e ek,2,2025-09-19 09:56:46,19.1.4
😊👌👌,5,2025-09-19 09:56:03,19.1.4
I was a Swiggy person but now a days zomato is serving better than swiggy.,5,2025-09-19 09:55:26,19.1.6
"Pathetic application. they charge you for the complete amount of order without delivering it. whatever the issue at their end, they will charge the whole amount to customer if delivery went unsuccessful. there is no customer care number only the chat is available that too just providing their own reason. there is no way to get your money back..",1,2025-09-19 09:52:04,19.1.4
good,5,2025-09-19 09:51:17,
Very useful,5,2025-09-19 09:50:25,19.1.4
I ordered food but after 10-15 min they didn't assign any delivery partner and also they didn't send food details to the restaurant. when I canceled my order they deduct the whole amount and they don't refund any rupees.,1,2025-09-19 09:50:11,19.1.6
good,5,2025-09-19 09:47:23,19.1.4
always on time,5,2025-09-19 09:46:51,
Nice experience 💗,5,2025-09-19 09:43:06,19.1.6
App is too good better than swiggy,4,2025-09-19 09:42:20,19.1.6
good,5,2025-09-19 09:40:57,19.1.4
on time v good experience,4,2025-09-19 09:39:47,19.1.4
one of the best app,5,2025-09-19 09:39:08,19.1.6
My favourite food delivery app of all time!!,5,2025-09-19 09:38:36,19.1.4
we need more offers,4,2025-09-19 09:38:36,
nice app,5,2025-09-19 09:36:29,19.1.4
Lovely,5,2025-09-19 09:35:55,19.1.4
Bad service Not deliver at time they take extra money against restaurant price.,1,2025-09-19 09:35:55,19.1.4
ok,5,2025-09-19 09:35:19,19.1.4
excellent,5,2025-09-19 09:33:16,19.1.2
"Worst experience ever. Zomato charges delivery and platform fees, yet the food rarely arrives on time. They often assign one delivery person multiple orders, so even when the app shows “on the way,” the driver waits to pick up other orders before leaving the restaurant.This has happened to me several times.Customer support is equally disappointing. They offer no real solution & even suggest paying extra to “prioritize” the order instead of fixing the issue. Totally unacceptable & not worth money",1,2025-09-19 09:33:09,19.1.4
very good,5,2025-09-19 09:27:28,19.1.4
❤️,5,2025-09-19 09:26:11,
good!!,3,2025-09-19 09:25:45,19.1.4
zindgi chalti ha ispe,5,2025-09-19 09:25:14,19.1.4
very good expirence and easy to use bieng a kid it's super easy to use,4,2025-09-19 09:25:09,19.1.6
Good,4,2025-09-19 09:23:11,
excellent,5,2025-09-19 09:21:56,
it was good,5,2025-09-19 09:21:50,19.1.4
nice ☺️👍,4,2025-09-19 09:20:23,
it good for fast delivery,5,2025-09-19 09:20:15,19.1.6
good delivery 👏,4,2025-09-19 09:20:04,19.1.6
👍 good,4,2025-09-19 09:19:55,19.1.4
very nice,5,2025-09-19 09:19:10,
best,5,2025-09-19 09:18:16,19.1.4
totally awesome and cheap and best,1,2025-09-19 09:14:34,19.1.6
I faced too much issues. there is no customer support if chat with them they will reply again and again same and now I ordered from my home hotel is 1.5 km only they will show time 30-40 min delivery after that I waited delivery boy picked order then that showing 9min from 5min i waited still that' showing same i asked delivery boy he said i have got multiple orders sir what should I do like this is very bad experience so now I'm going to un instal app Good bye,1,2025-09-19 09:14:21,19.1.4
the app is awesome but there is a problem because when I checked the price of food items from the kfc app it was cheaper and when I checked prices of kfc at zomato it was quite more expensive.Overall it's a good food delivery app. 👍🏻,4,2025-09-19 09:14:07,19.1.4
best food delivery app,5,2025-09-19 09:13:53,19.1.4
good,5,2025-09-19 09:13:53,19.1.6
excellent service,5,2025-09-19 09:13:16,19.1.4
good,3,2025-09-19 09:12:26,19.1.4
bestest,5,2025-09-19 09:12:24,19.1.6
Excellent,5,2025-09-19 09:11:35,19.1.4
helpful❤️❤️❤️❤️❤️,5,2025-09-19 09:09:12,19.1.4
good service,5,2025-09-19 09:08:58,19.1.4
"When in hunger, look no further",5,2025-09-19 09:08:06,19.1.4
very nice,5,2025-09-19 09:05:58,
Good,4,2025-09-19 09:05:22,19.0.7
good,4,2025-09-19 09:05:09,
delivery is fast.,5,2025-09-19 09:04:47,19.1.6
super work,5,2025-09-19 09:04:34,19.1.6
it's good to use,5,2025-09-19 09:03:36,19.1.0
no customer support.. order at your own risk,2,2025-09-19 09:03:08,19.1.4
Good service,5,2025-09-19 09:02:16,19.1.4
just need to be little more quick in time to deliver the order,3,2025-09-19 08:59:43,
very good service,5,2025-09-19 08:59:20,19.1.4
zomato vale froud log hai delivery point par delivery nahi karte our badme kahate hai order cancel huva refund nahi milata isliye zomato order mat kijiye,1,2025-09-19 08:58:02,
Just Amazing!!,5,2025-09-19 08:57:51,19.1.4
